  
       XFOIL         Version 6.96
  
 Calculated polar for: E184  (8.33%)                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -1.500   0.0266   0.01633   0.00648  -0.0306   0.9024   1.0000
  -1.250   0.0512   0.01648   0.00643  -0.0304   0.8877   1.0000
  -1.000   0.0746   0.01665   0.00641  -0.0298   0.8743   1.0000
  -0.750   0.0976   0.01684   0.00644  -0.0292   0.8617   1.0000
  -0.500   0.1205   0.01704   0.00652  -0.0285   0.8498   1.0000
  -0.250   0.1435   0.01725   0.00663  -0.0278   0.8385   1.0000
   0.000   0.1664   0.01748   0.00676  -0.0271   0.8280   1.0000
   0.250   0.1891   0.01772   0.00692  -0.0262   0.8183   1.0000
   0.500   0.2123   0.01797   0.00712  -0.0255   0.8081   1.0000
   0.750   0.2357   0.01825   0.00737  -0.0250   0.7981   1.0000
   1.000   0.2587   0.01852   0.00764  -0.0241   0.7888   1.0000
   1.250   0.2817   0.01881   0.00792  -0.0233   0.7796   1.0000
   1.500   0.3053   0.01912   0.00826  -0.0227   0.7695   1.0000
   1.750   0.3285   0.01944   0.00860  -0.0219   0.7600   1.0000
   2.000   0.3512   0.01972   0.00897  -0.0208   0.7510   1.0000
   2.250   0.3745   0.02007   0.00939  -0.0202   0.7399   1.0000
   2.500   0.3973   0.02039   0.00980  -0.0192   0.7288   1.0000
   2.750   0.4199   0.02069   0.01019  -0.0181   0.7174   1.0000
   3.000   0.4422   0.02096   0.01056  -0.0168   0.7056   1.0000
   3.250   0.4643   0.02120   0.01097  -0.0154   0.6929   1.0000
   3.500   0.4862   0.02141   0.01132  -0.0138   0.6787   1.0000
   3.750   0.5081   0.02160   0.01166  -0.0123   0.6629   1.0000
   4.000   0.5298   0.02171   0.01193  -0.0105   0.6459   1.0000
   4.250   0.5512   0.02170   0.01207  -0.0084   0.6279   1.0000
   4.500   0.5728   0.02169   0.01226  -0.0065   0.6059   1.0000
   4.750   0.5941   0.02154   0.01236  -0.0042   0.5818   1.0000
   5.000   0.6156   0.02139   0.01242  -0.0021   0.5513   1.0000
   5.250   0.6368   0.02119   0.01240   0.0002   0.5134   1.0000
   5.500   0.6576   0.02110   0.01243   0.0024   0.4585   1.0000
   5.750   0.6763   0.02131   0.01245   0.0048   0.3702   1.0000
   6.000   0.6902   0.02270   0.01308   0.0067   0.2563   1.0000
   6.250   0.7017   0.02502   0.01474   0.0076   0.1629   1.0000
   6.500   0.7122   0.02750   0.01673   0.0085   0.0961   1.0000
   6.750   0.7242   0.02974   0.01868   0.0097   0.0661   1.0000
   7.000   0.7390   0.03158   0.02058   0.0111   0.0507   1.0000
   7.250   0.7542   0.03343   0.02245   0.0126   0.0439   1.0000
   7.500   0.7740   0.03542   0.02469   0.0144   0.0402   1.0000
   7.750   0.7956   0.03758   0.02715   0.0160   0.0375   1.0000
   8.000   0.8160   0.04008   0.02993   0.0173   0.0356   1.0000
   8.250   0.8327   0.04266   0.03276   0.0183   0.0334   1.0000
   8.500   0.8454   0.04582   0.03607   0.0191   0.0313   1.0000
   8.750   0.8556   0.04908   0.03977   0.0201   0.0302   1.0000
   9.000   0.8611   0.05249   0.04367   0.0210   0.0291   1.0000
   9.250   0.8620   0.05619   0.04786   0.0217   0.0287   1.0000
   9.500   0.8571   0.06008   0.05209   0.0222   0.0285   1.0000
   9.750   0.8465   0.06395   0.05621   0.0225   0.0285   1.0000
  10.000   0.8321   0.06792   0.06035   0.0221   0.0286   1.0000
  10.250   0.8161   0.07256   0.06514   0.0203   0.0287   1.0000
  10.500   0.8008   0.07770   0.07040   0.0176   0.0291   1.0000
  10.750   0.7847   0.08369   0.07638   0.0139   0.0293   1.0000
  11.000   0.7709   0.09002   0.08276   0.0099   0.0297   1.0000
